Date,mining/thermocap
2018-02-10,5843312246.271952
2018-02-11,5858774054.118622
2018-02-12,5876662298.95198
2018-02-13,5894318947.858148
2018-02-14,5914505179.645557
2018-02-15,5930553164.135509
2018-02-16,5950258154.071631
2018-02-17,5970225133.177534
2018-02-18,5992150474.036909
2018-02-19,6014305533.568159
2018-02-20,6034779232.434941
2018-02-21,6057980599.082668
2018-02-22,6077390128.886864
2018-02-23,6096150041.908446
2018-02-24,6114350460.411051
2018-02-25,6135060399.32902
2018-02-26,6152594512.657793
2018-02-27,6173811802.536336
2018-02-28,6194515736.24926
2018-03-01,6216591866.277455
2018-03-02,6238093362.698508
2018-03-03,6263707590.042258
2018-03-04,6284600824.556148
2018-03-05,6306097776.022754
2018-03-06,6327727812.660384
2018-03-07,6348273715.580957
2018-03-08,6368074558.065332
2018-03-09,6384456765.300575
2018-03-10,6400728035.916895
2018-03-11,6418164317.608301
2018-03-12,6437289431.440766
2018-03-13,6455473104.475489
2018-03-14,6471362614.975489
2018-03-15,6486049727.975489
2018-03-16,6502319985.360906
2018-03-17,6517428161.383475
2018-03-18,6531965716.137815
2018-03-19,6548183808.432737
2018-03-20,6561941225.222267
2018-03-21,6579083518.240717
2018-03-22,6594751973.085435
2018-03-23,6608998306.807831
2018-03-24,6626350389.147414
2018-03-25,6640824062.303664
2018-03-26,6656307885.142206
2018-03-27,6671516975.349151
2018-03-28,6684942934.974151
2018-03-29,6699331912.707113
2018-03-30,6713381890.416489
2018-03-31,6724648530.749822
2018-04-01,6738504803.315447
2018-04-02,6752188277.313363
2018-04-03,6767195899.411453
2018-04-04,6780294649.951036
2018-04-05,6793537003.29062
2018-04-06,6805053390.373022
2018-04-07,6820585873.748022
2018-04-08,6834681239.727945
2018-04-09,6847390909.067751
2018-04-10,6861310467.264974
2018-04-11,6875130177.457852
2018-04-12,6889254495.4696865
2018-04-13,6905732980.130136
2018-04-14,6919435386.909876
2018-04-15,6936176213.052825
2018-04-16,6950413322.3279295
2018-04-17,6966704262.912305
2018-04-18,6982819139.26328
2018-04-19,7001109716.741282
2018-04-20,7015569475.96441
2018-04-21,7033076466.632639
2018-04-22,7050857802.077084
2018-04-23,7067861968.200003
2018-04-24,7086349566.138023
2018-04-25,7100553703.470315
2018-04-26,7116241121.27344
2018-04-27,7132627270.579613
2018-04-28,7147426091.624057
2018-04-29,7165929376.796626
2018-04-30,7183975146.364334
2018-05-01,7201793695.745237
2018-05-02,7217786196.526487
2018-05-03,7235497945.350272
2018-05-04,7252181041.278398
2018-05-05,7271994539.037425
2018-05-06,7288542403.751661
2018-05-07,7306118836.93474
2018-05-08,7322267479.752448
2018-05-09,7340706695.585781
2018-05-10,7358590677.3264065
2018-05-11,7372450800.880845
2018-05-12,7389887669.219387
2018-05-13,7405767677.815915
2018-05-14,7419981738.184665
2018-05-15,7435802074.267303
2018-05-16,7454393571.404803
2018-05-17,7468096851.81522
2018-05-18,7483130134.554109
2018-05-19,7499047842.129108
2018-05-20,7514115560.879108
2018-05-21,7530730619.106712
2018-05-22,7546328981.341782
2018-05-23,7562164889.411671
